fecha,clave,tipo,origen,destino,vuelta_desde,ida,vuelta,grupo,orden,corredor,via,aerolineas,vuelos,salida,llegada,duracion_min,n_escalas,precio,extensiones
2026-09-14,OJ-SCL-LIS-OPO-20270712-20270731,OJ,SCL,LIS,OPO,2027-07-12,2027-07-31,otro,1,brasil,GRU,LATAM,LA 750 LA 8146,2027-07-12 11:30,2027-07-13 07:10,880,1,4569822,
2026-09-14,OJ-SCL-LIS-OPO-20270712-20270731,OJ,SCL,LIS,OPO,2027-07-12,2027-07-31,otro,2,brasil,GRU,LATAM,LA 8155 LA 8148,2027-07-12 15:50,2027-07-13 12:20,930,1,4569822,
2026-09-14,OJ-SCL-LIS-OPO-20270712-20270731,OJ,SCL,LIS,OPO,2027-07-12,2027-07-31,otro,3,brasil,GRU,LATAM,LA 734 LA 8146,2027-07-12 20:35,2027-07-14 07:10,1775,1,4662711,
2026-09-14,OJ-SCL-LIS-OPO-20270712-20270731,OJ,SCL,LIS,OPO,2027-07-12,2027-07-31,otro,4,madrid,MAD,LATAM / Air Europa,LA 706 UX 1157,2027-07-12 18:00,2027-07-13 19:15,1215,1,4671951,
2026-09-14,OJ-SCL-LIS-OPO-20270712-20270731,OJ,SCL,LIS,OPO,2027-07-12,2027-07-31,otro,5,otra,BOG-YYZ,Avianca / Air Canada,AV 240 AC 95 AC 810,2027-07-12 00:30,2027-07-13 11:00,1770,2,5204910,
2026-09-14,OJ-SCL-LIS-OPO-20270712-20270731,OJ,SCL,LIS,OPO,2027-07-12,2027-07-31,otro,6,otra,EZE-AMS,KLM,KL 702 KL 702 KL 1583,2027-07-12 10:15,2027-07-13 14:35,1400,2,5664262,
2026-09-14,OJ-SCL-LIS-OPO-20270712-20270731,OJ,SCL,LIS,OPO,2027-07-12,2027-07-31,otro,7,paris,CDG,Air France,AF 407 AF 1024,2027-07-12 10:10,2027-07-13 11:15,1205,1,6471585,
2026-09-14,RT-SCL-OPO-20270710-20270729,RT,SCL,OPO,OPO,2027-07-10,2027-07-29,mejor,0,madrid,MAD,Iberia,IB 118 IB 543,2027-07-10 11:40,2027-07-11 07:40,900,1,2847567,
2026-09-14,RT-SCL-OPO-20270710-20270729,RT,SCL,OPO,OPO,2027-07-10,2027-07-29,mejor,1,madrid,MAD,Iberia,IB 114 IB 1153,2027-07-10 23:20,2027-07-11 20:00,940,1,2847567,
2026-09-14,RT-SCL-OPO-20270710-20270729,RT,SCL,OPO,OPO,2027-07-10,2027-07-29,mejor,2,madrid,MAD,LATAM / Iberia,LA 706 IB 1151,2027-07-10 18:00,2027-07-11 16:00,1020,1,3471479,
2026-09-14,RT-SCL-OPO-20270710-20270729,RT,SCL,OPO,OPO,2027-07-10,2027-07-29,otro,0,otra,BOG-YUL,Avianca / Air Canada,AV 240 AC 99 AC 928,2027-07-10 00:30,2027-07-11 10:00,1710,2,5478820,
2026-09-14,RT-SCL-OPO-20270710-20270729,RT,SCL,OPO,OPO,2027-07-10,2027-07-29,otro,1,otra,MIA-PHL,American,AA 912 AA 2124 AA 1774,2027-07-10 20:35,2027-07-12 08:15,1840,2,6025689,
2026-09-14,RT-SCL-OPO-20270710-20270729,RT,SCL,OPO,OPO,2027-07-10,2027-07-29,otro,2,paris,CDG,Air France,AF 407 AF 1528,2027-07-10 10:10,2027-07-11 15:25,1455,1,6319343,
2026-09-15,RT-SCL-OPO-20270712-20270731,RT,SCL,OPO,OPO,2027-07-12,2027-07-31,mejor,0,madrid,MAD,Iberia,IB 118 IB 543,2027-07-12 11:40,2027-07-13 07:40,900,1,2895342,
2026-09-15,RT-SCL-OPO-20270712-20270731,RT,SCL,OPO,OPO,2027-07-12,2027-07-31,mejor,1,brasil,GRU-MAD,LATAM / Air Europa,LA 8155 LA 8066 UX 1141,2027-07-12 15:50,2027-07-13 19:20,1350,2,3169395,
2026-09-15,RT-SCL-OPO-20270712-20270731,RT,SCL,OPO,OPO,2027-07-12,2027-07-31,mejor,2,madrid,MAD,LATAM / Iberia,LA 706 IB 1151,2027-07-12 18:00,2027-07-13 16:00,1020,1,3206532,
2026-09-15,RT-SCL-OPO-20270712-20270731,RT,SCL,OPO,OPO,2027-07-12,2027-07-31,mejor,3,madrid,MAD,LATAM / Air Europa,LA 706 UX 1141,2027-07-12 18:00,2027-07-13 19:20,1220,1,3382386,
2026-09-15,RT-SCL-OPO-20270712-20270731,RT,SCL,OPO,OPO,2027-07-12,2027-07-31,otro,0,madrid,MAD,LATAM / Air Europa,LA 706 UX 1147,2027-07-12 18:00,2027-07-14 06:45,1905,1,3161859,
2026-09-15,RT-SCL-OPO-20270712-20270731,RT,SCL,OPO,OPO,2027-07-12,2027-07-31,otro,1,madrid,MAD,LATAM / Iberia,LA 706 IB 543,2027-07-12 18:00,2027-07-14 07:40,1960,1,3164625,
2026-09-15,RT-SCL-OPO-20270712-20270731,RT,SCL,OPO,OPO,2027-07-12,2027-07-31,otro,2,brasil,GRU-MAD,LATAM / Iberia,LA 8155 LA 8066 IB 1151,2027-07-12 15:50,2027-07-13 16:00,1150,2,3804444,
2026-09-15,RT-SCL-OPO-20270712-20270731,RT,SCL,OPO,OPO,2027-07-12,2027-07-31,otro,3,brasil,GRU-IST,Turkish Airlines,TK 216 TK 216 TK 1451,2027-07-12 10:15,2027-07-13 15:40,1465,2,4193042,
2026-09-15,RT-SCL-OPO-20270712-20270731,RT,SCL,OPO,OPO,2027-07-12,2027-07-31,otro,4,lima,LIM-YUL,LATAM / Air Canada,LA 2444 AC 89 AC 928,2027-07-12 21:55,2027-07-14 10:00,1865,2,4459279,
2026-09-15,RT-SCL-OPO-20270712-20270731,RT,SCL,OPO,OPO,2027-07-12,2027-07-31,otro,5,otra,BOG-YUL,LATAM / Air Canada,LA 572 AC 99 AC 928,2027-07-12 23:05,2027-07-14 10:00,1795,2,4460222,
2026-09-15,RT-SCL-OPO-20270712-20270731,RT,SCL,OPO,OPO,2027-07-12,2027-07-31,otro,6,otra,EZE-AMS,KLM,KL 702 KL 702 KL 1577,2027-07-12 10:15,2027-07-13 22:15,1860,2,5481647,
2026-09-15,RT-SCL-OPO-20270712-20270731,RT,SCL,OPO,OPO,2027-07-12,2027-07-31,otro,7,otra,EZE-AMS,KLM,KL 702 KL 702 KL 1573,2027-07-12 10:15,2027-07-13 15:30,1455,2,5718340,
2026-09-15,RT-SCL-LIS-20270712-20270731,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,mejor,0,madrid,MAD,Iberia,IB 118 IB 529,2027-07-12 11:40,2027-07-13 07:45,905,1,3101566,
2026-09-15,RT-SCL-LIS-20270712-20270731,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,mejor,1,brasil,GRU,LATAM,LA 8155 LA 8148,2027-07-12 15:50,2027-07-13 12:20,930,1,3475383,
2026-09-15,RT-SCL-LIS-20270712-20270731,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,mejor,2,brasil,GRU,LATAM,LA 762 LA 8146,2027-07-12 07:35,2027-07-13 07:10,1115,1,3560253,
2026-09-15,RT-SCL-LIS-20270712-20270731,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,mejor,3,brasil,GRU,LATAM,LA 750 LA 8146,2027-07-12 11:30,2027-07-13 07:10,880,1,3860127,
2026-09-15,RT-SCL-LIS-20270712-20270731,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,mejor,4,brasil,GRU-IST,Turkish Airlines,TK 216 TK 216 TK 1759,2027-07-12 10:15,2027-07-13 15:35,1460,2,4357772,
2026-09-15,RT-SCL-LIS-20270712-20270731,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,otro,0,brasil,GRU,LATAM,LA 762 LA 8148,2027-07-12 07:35,2027-07-13 12:20,1425,1,4963851,
2026-09-15,RT-SCL-LIS-20270712-20270731,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,otro,1,brasil,GRU,LATAM,LA 714 LA 8148,2027-07-12 15:55,2027-07-13 12:20,925,1,5427393,
2026-09-15,RT-SCL-LIS-20270712-20270731,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,otro,2,otra,BOG-YYZ,Avianca / Air Canada,AV 240 AC 95 AC 810,2027-07-12 00:30,2027-07-13 11:00,1770,2,5576758,
2026-09-15,RT-SCL-LIS-20270712-20270731,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,otro,3,paris,CDG,Air France,AF 407 AF 1024,2027-07-12 10:10,2027-07-13 11:15,1205,1,6555756,
2026-09-15,RT-SCL-LIS-20270712-20270731,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,otro,4,otra,BOG-MAD,Avianca / Tap Air Portugal,AV 116 AV 10 TP 1017,2027-07-12 15:20,2027-07-13 18:25,1325,2,7735686,
2026-09-15,RT-CCP-OPO-20270712-20270731,RT,CCP,OPO,OPO,2027-07-12,2027-07-31,otro,0,madrid,SCL-MAD,LATAM / Iberia,LA 16 LA 706 IB 1151,2027-07-12 15:16,2027-07-13 16:00,1184,2,5250939,
2026-09-15,RT-CCP-OPO-20270712-20270731,RT,CCP,OPO,OPO,2027-07-12,2027-07-31,otro,1,madrid,SCL-MAD,LATAM / Iberia,LA 4 IB 118 IB 543,2027-07-12 07:41,2027-07-13 07:40,1139,2,5326598,
2026-09-15,RT-SCL-LIS-20270710-20270729,RT,SCL,LIS,LIS,2027-07-10,2027-07-29,mejor,0,madrid,MAD,Iberia,IB 114 IB 539,2027-07-10 23:20,2027-07-11 23:25,1145,1,2845070,
2026-09-15,RT-SCL-LIS-20270710-20270729,RT,SCL,LIS,LIS,2027-07-10,2027-07-29,mejor,1,madrid,MAD,Iberia,IB 114 IB 1145,2027-07-10 23:20,2027-07-11 20:05,945,1,2935598,
2026-09-15,RT-SCL-LIS-20270710-20270729,RT,SCL,LIS,LIS,2027-07-10,2027-07-29,mejor,2,brasil,GRU,LATAM,LA 754 LA 8148,2027-07-10 14:10,2027-07-11 12:20,1030,1,3291912,
2026-09-15,RT-SCL-LIS-20270710-20270729,RT,SCL,LIS,LIS,2027-07-10,2027-07-29,otro,0,madrid,MAD,Iberia,IB 118 IB 535,2027-07-10 11:40,2027-07-11 18:25,1545,1,2935598,
2026-09-15,RT-SCL-LIS-20270710-20270729,RT,SCL,LIS,LIS,2027-07-10,2027-07-29,otro,1,madrid,MAD,LATAM / Air Europa,LA 706 UX 1157,2027-07-10 18:00,2027-07-11 19:15,1215,1,3239307,
2026-09-15,RT-SCL-LIS-20270710-20270729,RT,SCL,LIS,LIS,2027-07-10,2027-07-29,otro,2,madrid,MAD,Iberia,IB 118 IB 531,2027-07-10 11:40,2027-07-11 11:50,1150,1,3298653,
2026-09-15,RT-SCL-LIS-20270710-20270729,RT,SCL,LIS,LIS,2027-07-10,2027-07-29,otro,3,brasil,GRU,LATAM,LA 762 LA 8146,2027-07-10 07:35,2027-07-11 07:10,1115,1,3591786,
2026-09-15,RT-SCL-LIS-20270710-20270729,RT,SCL,LIS,LIS,2027-07-10,2027-07-29,otro,4,brasil,GRU,LATAM,LA 714 LA 8148,2027-07-10 15:55,2027-07-11 12:20,925,1,3716262,
2026-09-15,RT-SCL-LIS-20270710-20270729,RT,SCL,LIS,LIS,2027-07-10,2027-07-29,otro,5,brasil,GRU,LATAM,LA 750 LA 8146,2027-07-10 11:30,2027-07-11 07:10,880,1,3871857,
2026-09-15,RT-SCL-LIS-20270710-20270729,RT,SCL,LIS,LIS,2027-07-10,2027-07-29,otro,6,brasil,GRU-IST,Turkish Airlines,TK 216 TK 216 TK 1759,2027-07-10 10:15,2027-07-11 15:50,1475,2,4095618,
2026-09-15,RT-SCL-LIS-20270710-20270729,RT,SCL,LIS,LIS,2027-07-10,2027-07-29,otro,7,otra,BOG-YUL,Avianca / Air Canada,AV 240 AC 99 AC 812,2027-07-10 00:30,2027-07-12 09:20,3110,2,4663042,
2026-09-15,RT-SCL-LIS-20270710-20270729,RT,SCL,LIS,LIS,2027-07-10,2027-07-29,otro,8,madrid,MAD-LHR,Iberia / British Airways,IB 118 BA 457 BA 504,2027-07-10 11:40,2027-07-11 16:20,1420,2,5281459,
2026-09-15,RT-SCL-LIS-20270710-20270729,RT,SCL,LIS,LIS,2027-07-10,2027-07-29,otro,9,otra,EZE-AMS,KLM,KL 702 KL 702 KL 1583,2027-07-10 10:15,2027-07-11 14:35,1400,2,6491850,
2026-09-15,RT-SCL-LIS-20270710-20270729,RT,SCL,LIS,LIS,2027-07-10,2027-07-29,otro,10,paris,CDG,Air France,AF 407 AF 1024,2027-07-10 10:10,2027-07-11 11:15,1205,1,6555756,
2026-09-15,RT-SCL-OPO-20270710-20270730,RT,SCL,OPO,OPO,2027-07-10,2027-07-30,mejor,0,madrid,MAD,Iberia,IB 118 IB 543,2027-07-10 11:40,2027-07-11 07:40,900,1,3146180,
2026-09-15,RT-SCL-OPO-20270710-20270730,RT,SCL,OPO,OPO,2027-07-10,2027-07-30,mejor,1,madrid,MAD,Iberia,IB 114 IB 1153,2027-07-10 23:20,2027-07-11 20:00,940,1,3146180,
2026-09-15,RT-SCL-OPO-20270710-20270730,RT,SCL,OPO,OPO,2027-07-10,2027-07-30,mejor,2,brasil,GRU-MAD,LATAM / Air Europa,LA 8155 LA 8066 UX 1141,2027-07-10 15:50,2027-07-11 19:20,1350,2,3169395,
2026-09-15,RT-SCL-OPO-20270710-20270730,RT,SCL,OPO,OPO,2027-07-10,2027-07-30,mejor,3,madrid,MAD,LATAM / Iberia,LA 706 IB 1153,2027-07-10 18:00,2027-07-11 20:00,1260,1,3301775,
2026-09-15,RT-SCL-OPO-20270710-20270730,RT,SCL,OPO,OPO,2027-07-10,2027-07-30,mejor,4,madrid,MAD,LATAM / Air Europa,LA 706 UX 1141,2027-07-10 18:00,2027-07-11 19:20,1220,1,3382386,
2026-09-15,RT-SCL-OPO-20270710-20270730,RT,SCL,OPO,OPO,2027-07-10,2027-07-30,otro,0,madrid,MAD,Iberia,IB 114 IB 543,2027-07-10 23:20,2027-07-12 07:40,1640,1,3092581,
2026-09-15,RT-SCL-OPO-20270710-20270730,RT,SCL,OPO,OPO,2027-07-10,2027-07-30,otro,1,madrid,MAD,LATAM / Air Europa,LA 706 UX 1147,2027-07-10 18:00,2027-07-12 06:45,1905,1,3161859,
2026-09-15,RT-SCL-OPO-20270710-20270730,RT,SCL,OPO,OPO,2027-07-10,2027-07-30,otro,2,madrid,MAD,LATAM / Iberia,LA 706 IB 1151,2027-07-10 18:00,2027-07-11 16:00,1020,1,3776104,
2026-09-15,RT-SCL-OPO-20270710-20270730,RT,SCL,OPO,OPO,2027-07-10,2027-07-30,otro,3,brasil,GRU-IST,Turkish Airlines,TK 216 TK 216 TK 1451,2027-07-10 10:15,2027-07-11 15:40,1465,2,4063851,
2026-09-15,RT-SCL-OPO-20270710-20270730,RT,SCL,OPO,OPO,2027-07-10,2027-07-30,otro,4,lima,LIM-MAD,LATAM / Iberia,LA 2412 LA 2484 IB 1153,2027-07-10 18:00,2027-07-11 20:00,1260,2,4939857,
2026-09-15,RT-SCL-OPO-20270710-20270730,RT,SCL,OPO,OPO,2027-07-10,2027-07-30,otro,5,otra,BOG-YUL,Avianca / Air Canada,AV 240 AC 99 AC 928,2027-07-10 00:30,2027-07-11 10:00,1710,2,6058696,
2026-09-15,RT-SCL-OPO-20270710-20270730,RT,SCL,OPO,OPO,2027-07-10,2027-07-30,otro,6,paris,CDG,Air France,AF 407 AF 1528,2027-07-10 10:10,2027-07-11 15:25,1455,1,6903780,
2026-09-15,RT-SCL-LIS-20270710-20270730,RT,SCL,LIS,LIS,2027-07-10,2027-07-30,mejor,0,madrid,MAD,Iberia,IB 114 IB 539,2027-07-10 23:20,2027-07-11 23:25,1145,1,3225951,
2026-09-15,RT-SCL-LIS-20270710-20270730,RT,SCL,LIS,LIS,2027-07-10,2027-07-30,mejor,1,madrid,MAD,Iberia,IB 114 IB 1145,2027-07-10 23:20,2027-07-11 20:05,945,1,3316479,
2026-09-15,RT-SCL-LIS-20270710-20270730,RT,SCL,LIS,LIS,2027-07-10,2027-07-30,mejor,2,brasil,GRU,LATAM,LA 714 LA 8148,2027-07-10 15:55,2027-07-11 12:20,925,1,3982377,
2026-09-15,RT-SCL-LIS-20270710-20270730,RT,SCL,LIS,LIS,2027-07-10,2027-07-30,otro,0,madrid,MAD,Iberia,IB 118 IB 531,2027-07-10 11:40,2027-07-11 11:50,1150,1,3679534,
2026-09-15,RT-SCL-LIS-20270710-20270730,RT,SCL,LIS,LIS,2027-07-10,2027-07-30,otro,1,brasil,GRU,LATAM,LA 762 LA 8146,2027-07-10 07:35,2027-07-11 07:10,1115,1,3857901,
2026-09-15,RT-SCL-LIS-20270710-20270730,RT,SCL,LIS,LIS,2027-07-10,2027-07-30,otro,2,brasil,GRU-IST,Turkish Airlines,TK 216 TK 216 TK 1759,2027-07-10 10:15,2027-07-11 15:50,1475,2,4095618,
2026-09-15,RT-SCL-LIS-20270710-20270730,RT,SCL,LIS,LIS,2027-07-10,2027-07-30,otro,3,brasil,GRU,LATAM,LA 750 LA 8146,2027-07-10 11:30,2027-07-11 07:10,880,1,4137972,
2026-09-15,RT-SCL-LIS-20270710-20270730,RT,SCL,LIS,LIS,2027-07-10,2027-07-30,otro,4,otra,BOG-YUL,Avianca / Air Canada,AV 240 AC 99 AC 812,2027-07-10 00:30,2027-07-12 09:20,3110,2,5069286,
2026-09-15,RT-SCL-LIS-20270710-20270730,RT,SCL,LIS,LIS,2027-07-10,2027-07-30,otro,5,otra,EZE-AMS,KLM,KL 702 KL 702 KL 1583,2027-07-10 10:15,2027-07-11 14:35,1400,2,6927825,
2026-09-15,RT-SCL-LIS-20270710-20270730,RT,SCL,LIS,LIS,2027-07-10,2027-07-30,otro,6,paris,CDG,Air France,AF 407 AF 1024,2027-07-10 10:10,2027-07-11 11:15,1205,1,7452549,
2026-09-15,RT-SCL-OPO-20270712-20270731,RT,SCL,OPO,OPO,2027-07-12,2027-07-31,mejor,0,madrid,MAD,Iberia,IB 118 · IB 543,2027-07-12 11:40,2027-07-13 07:40,900,1,2923723,
2026-09-15,RT-SCL-OPO-20270712-20270731,RT,SCL,OPO,OPO,2027-07-12,2027-07-31,mejor,1,madrid,MAD,LATAM / Iberia,LA 706 · IB 1151,2027-07-12 18:00,2027-07-13 16:00,1020,1,3234913,
2026-09-15,RT-SCL-OPO-20270712-20270731,RT,SCL,OPO,OPO,2027-07-12,2027-07-31,otro,0,paris,CDG,Air France,AF 407 · AF 1528,2027-07-12 10:10,2027-07-13 15:25,1455,1,6533508,
2026-09-15,RT-SCL-OPO-20270712-20270731,RT,SCL,OPO,OPO,2027-07-12,2027-07-31,otro,1,otra,MIA-PHL,American,AA 912 · AA 1284 · AA 1774,2027-07-12 20:35,2027-07-14 08:15,1840,2,6581439,
2026-09-15,RT-SCL-OPO-20270712-20270731,RT,SCL,OPO,OPO,2027-07-12,2027-07-31,otro,2,otra,MIA-PHL,American,AA 912 · AA 2764 · AA 1774,2027-07-12 20:35,2027-07-14 08:15,1840,2,6581439,
2026-09-15,RT-SCL-OPO-20270712-20270731,RT,SCL,OPO,OPO,2027-07-12,2027-07-31,otro,3,otra,MIA-PHL,American,AA 912 · AA 2124 · AA 1774,2027-07-12 20:35,2027-07-14 08:15,1840,2,6581439,
2026-09-15,RT-SCL-LIS-20270712-20270731,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,mejor,0,madrid,MAD,Iberia,IB 118 · IB 529,2027-07-12 11:40,2027-07-13 07:45,905,1,3101566,
2026-09-15,RT-SCL-LIS-20270712-20270731,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,mejor,1,brasil,GRU,LATAM,LA 8155 · LA 8148,2027-07-12 15:50,2027-07-13 12:20,930,1,3475383,
2026-09-15,RT-SCL-LIS-20270712-20270731,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,mejor,2,brasil,GRU,LATAM,LA 762 · LA 8146,2027-07-12 07:35,2027-07-13 07:10,1115,1,3560253,
2026-09-15,RT-SCL-LIS-20270712-20270731,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,mejor,3,brasil,GRU,LATAM,LA 750 · LA 8146,2027-07-12 11:30,2027-07-13 07:10,880,1,3860127,
2026-09-15,RT-SCL-LIS-20270712-20270731,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,mejor,4,brasil,GRU-IST,Turkish Airlines,TK 216 · TK 216 · TK 1759,2027-07-12 10:15,2027-07-13 15:35,1460,2,4357772,
2026-09-15,RT-SCL-LIS-20270712-20270731,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,otro,0,brasil,GRU,LATAM,LA 762 · LA 8148,2027-07-12 07:35,2027-07-13 12:20,1425,1,4963851,
2026-09-15,RT-SCL-LIS-20270712-20270731,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,otro,1,brasil,GRU,LATAM,LA 714 · LA 8148,2027-07-12 15:55,2027-07-13 12:20,925,1,5427393,
2026-09-15,RT-SCL-LIS-20270712-20270731,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,otro,2,otra,BOG-YYZ,Avianca / Air Canada,AV 240 · AC 95 · AC 810,2027-07-12 00:30,2027-07-13 11:00,1770,2,5645041,
2026-09-15,RT-SCL-LIS-20270712-20270731,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,otro,3,paris,CDG,Air France,AF 407 · AF 1024,2027-07-12 10:10,2027-07-13 11:15,1205,1,6555756,
2026-09-15,RT-SCL-LIS-20270712-20270731,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,otro,4,otra,BOG-MAD,Avianca / Tap Air Portugal,AV 116 · AV 10 · TP 1017,2027-07-12 15:20,2027-07-13 18:25,1325,2,7735686,
2026-09-15,RT-CCP-OPO-20270712-20270731,RT,CCP,OPO,OPO,2027-07-12,2027-07-31,mejor,0,madrid,SCL-MAD,LATAM / Iberia,LA 14 · IB 118 · IB 1149,2027-07-12 20:51,2027-07-14 11:45,2034,2,4623408,
2026-09-15,RT-CCP-OPO-20270712-20270731,RT,CCP,OPO,OPO,2027-07-12,2027-07-31,mejor,1,madrid,SCL-MAD,LATAM / Air Europa,LA 6 · LA 706 · UX 1141,2027-07-12 14:44,2027-07-13 19:20,1416,2,4901082,
2026-09-15,RT-CCP-OPO-20270712-20270731,RT,CCP,OPO,OPO,2027-07-12,2027-07-31,mejor,2,madrid,SCL-MAD,LATAM / Air Europa,LA 16 · LA 706 · UX 1141,2027-07-12 15:16,2027-07-13 19:20,1384,2,4941336,
2026-09-15,RT-CCP-OPO-20270712-20270731,RT,CCP,OPO,OPO,2027-07-12,2027-07-31,mejor,3,madrid,SCL-MAD,LATAM / Iberia,LA 16 · LA 706 · IB 1151,2027-07-12 15:16,2027-07-13 16:00,1184,2,5322456,
2026-09-15,RT-CCP-OPO-20270712-20270731,RT,CCP,OPO,OPO,2027-07-12,2027-07-31,mejor,4,madrid,SCL-MAD,LATAM / Iberia,LA 4 · IB 118 · IB 543,2027-07-12 07:41,2027-07-13 07:40,1139,2,5326598,
2026-09-15,RT-CCP-OPO-20270712-20270731,RT,CCP,OPO,OPO,2027-07-12,2027-07-31,otro,0,madrid,SCL-MAD,LATAM / Air Europa,LA 212 · LA 706 · UX 1141,2027-07-12 06:31,2027-07-13 19:20,1909,2,4869819,
2026-09-15,RT-CCP-OPO-20270712-20270731,RT,CCP,OPO,OPO,2027-07-12,2027-07-31,otro,1,madrid,SCL-MAD,LATAM / Air Europa,LA 16 · LA 706 · UX 1147,2027-07-12 15:16,2027-07-14 06:45,2069,2,4893546,
2026-09-15,RT-CCP-OPO-20270712-20270731,RT,CCP,OPO,OPO,2027-07-12,2027-07-31,otro,2,madrid,SCL-MAD,LATAM / Iberia,LA 14 · IB 118 · IB 543,2027-07-12 20:51,2027-07-14 07:40,1789,2,5296548,
2026-09-15,RT-SCL-LIS-20270712-20270731-LA,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,otro,0,brasil,GRU,LATAM,LA 8155 · LA 8148,2027-07-12 15:50,2027-07-13 12:20,930,1,3475383,
2026-09-15,RT-SCL-LIS-20270712-20270731-LA,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,otro,1,brasil,GRU,LATAM,LA 762 · LA 8146,2027-07-12 07:35,2027-07-13 07:10,1115,1,3560253,
2026-09-15,RT-SCL-LIS-20270712-20270731-LA,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,otro,2,brasil,GRU,LATAM,LA 750 · LA 8146,2027-07-12 11:30,2027-07-13 07:10,880,1,3860127,
2026-09-15,RT-SCL-LIS-20270712-20270731-LA,RT,SCL,LIS,LIS,2027-07-12,2027-07-31,otro,3,brasil,GRU,LATAM,LA 714 · LA 8148,2027-07-12 15:55,2027-07-13 12:20,925,1,5427393,
2026-09-15,RT-SCL-OPO-20270712-20270801,RT,SCL,OPO,OPO,2027-07-12,2027-08-01,otro,0,madrid,MAD,Iberia,IB 118 · IB 543,2027-07-12 11:40,2027-07-13 07:40,900,1,2719092,"Vuelta verificada: IB 544 · IB 113, sale 2027-08-01 08:20, llega 2027-08-01 21:40"
2026-09-16,RT-SCL-OPO-20270712-20270731,RT,SCL,OPO,OPO,2027-07-12,2027-07-31,mejor,0,madrid,MAD,Iberia,IB 118 · IB 543,2027-07-12 11:40,2027-07-13 07:40,900,1,2900553,
2026-09-16,RT-SCL-OPO-20270712-20270731,RT,SCL,OPO,OPO,2027-07-12,2027-07-31,mejor,1,brasil,GRU-MAD,LATAM / Air Europa,LA 8155 · LA 8066 · UX 1141,2027-07-12 15:50,2027-07-13 19:20,1350,2,3174972,
